x,y,value
728,1087,0
729,1087,0
730,1087,0
731,1087,0.5
732,1087,0
733,1087,0
734,1087,0
735,1087,0
736,1087,0
737,1087,0
738,1087,0
739,1087,0
740,1087,0
741,1087,0
742,1087,0
743,1087,0
744,1087,0
745,1087,0
746,1087,0
747,1087,0
748,1087,0
749,1087,0
750,1087,0.5
751,1087,0
752,1087,0
753,1087,0
754,1087,0
755,1087,0
756,1087,0
757,1087,0
758,1087,0
759,1087,0
760,1087,0
761,1087,0
762,1087,0
763,1087,0
764,1087,0
765,1087,0
766,1087,0
767,1087,0
768,1087,0
769,1087,0
770,1087,0
771,1087,0
772,1087,0
773,1087,0
774,1087,0
775,1087,0
776,1087,0
777,1087,0
778,1087,0
779,1087,0
780,1087,0
781,1087,0
782,1087,0
783,1087,0
784,1087,0
785,1087,0
786,1087,0
787,1087,0
788,1087,0
789,1087,0
790,1087,0
791,1087,0
792,1087,0
793,1087,0
794,1087,0
795,1087,0
796,1087,0
797,1087,0
798,1087,0
799,1087,0
800,1087,0
801,1087,0
802,1087,0
803,1087,0
804,1087,0
805,1087,0
806,1087,0
807,1087,0
808,1087,0
809,1087,0
810,1087,0
811,1087,0
812,1087,0
813,1087,0
814,1087,0
815,1087,0
816,1087,0
817,1087,0
818,1087,0
819,1087,0
820,1087,0
821,1087,0
822,1087,0
823,1087,0
824,1087,0
825,1087,0
826,1087,0
827,1087,0
828,1087,0
829,1087,0
830,1087,0
831,1087,0
832,1087,0
833,1087,0
834,1087,0.5
835,1087,0
836,1087,0
837,1087,0
838,1087,0
839,1087,0
840,1087,0
841,1087,0
842,1087,0
843,1087,0
844,1087,0
845,1087,0
846,1087,0
847,1087,0
848,1087,0
849,1087,0
850,1087,0
851,1087,0
852,1087,0
853,1087,0
854,1087,0
855,1087,0
856,1087,0
857,1087,0
858,1087,0
859,1087,0
860,1087,0
861,1087,0
862,1087,0
863,1087,0
864,1087,0
865,1087,0
866,1087,0
867,1087,0
868,1087,0
869,1087,0
870,1087,0
871,1087,0
872,1087,0
873,1087,0
874,1087,0
