x,y,value
212,319,0
213,319,0.005695215426385403
214,319,0.00610860763117671
215,319,0
216,319,0
217,319,0
218,319,0
219,319,0
220,319,0
221,319,0
222,319,0
223,319,0
224,319,0
225,319,0
226,319,0
227,319,0.0039403983391821384
228,319,0.0006331888725981116
229,319,0
230,319,0
231,319,0
232,319,0
233,319,0
234,319,0
235,319,0
236,319,0
237,319,0
238,319,0
239,319,0
240,319,0
241,319,0
242,319,0
243,319,0
244,319,0
245,319,0
246,319,0
247,319,0
248,319,0
249,319,0
250,319,0
251,319,0
252,319,0
212,320,0.0036965366452932358
213,320,0.0030685318633913994
214,320,0.0025510871782898903
215,320,0
216,320,0.0025600704830139875
217,320,0
218,320,0
219,320,0
220,320,0
221,320,0
222,320,0.0013714975211769342
223,320,0
224,320,0
225,320,0
226,320,0
227,320,0
228,320,0
229,320,0
230,320,0
231,320,0
232,320,0
233,320,0
234,320,0
235,320,0
236,320,0
237,320,0
238,320,0
239,320,0
240,320,0
241,320,0.0043639191426336765
242,320,0
243,320,0
244,320,0
245,320,0
246,320,0
247,320,0
248,320,0
249,320,0
250,320,0
251,320,0
252,320,0
212,321,0.007256772834807634
213,321,0
214,321,0.0052215466275811195
215,321,0
216,321,0
217,321,0
218,321,0
219,321,0
220,321,0
221,321,0
222,321,0
223,321,0
224,321,0
225,321,0
226,321,0
227,321,0
228,321,0.01122979074716568
229,321,0.0005167523631826043
230,321,0
231,321,0
232,321,0
233,321,0
234,321,0
235,321,0
236,321,0
237,321,0
238,321,0
239,321,0
240,321,0
241,321,0
242,321,0.003243810962885618
243,321,0
244,321,0
245,321,0
246,321,0
247,321,0
248,321,0
249,321,0
250,321,0
251,321,0
252,321,0
212,322,0
213,322,0.015838997438549995
214,322,0
215,322,0.0004726391052827239
216,322,0
217,322,0
218,322,0
219,322,0
220,322,0
221,322,0
222,322,0
223,322,0
224,322,0
225,322,0.0012332898331806064
226,322,0.0007012419519014657
227,322,0
228,322,0
229,322,0
230,322,0
231,322,0.0030407169833779335
232,322,0
233,322,0
234,322,0
235,322,0
236,322,0
237,322,0
238,322,0
239,322,0
240,322,0
241,322,0
242,322,0
243,322,0
244,322,0
245,322,0
246,322,0
247,322,0
248,322,0
249,322,0
250,322,0
251,322,0
252,322,0
212,323,0
213,323,0
214,323,0
215,323,0
216,323,0
217,323,0.013555072247982025
218,323,0
219,323,0
220,323,0
221,323,0
222,323,0.00013663520803675056
223,323,0.006906847469508648
224,323,0.00997791439294815
225,323,0
226,323,0.027924003079533577
227,323,0
228,323,0
229,323,0
230,323,0
231,323,0
232,323,0
233,323,0
234,323,0
235,323,0
236,323,0
237,323,0
238,323,0
239,323,0
240,323,0
241,323,0
242,323,0
243,323,0
244,323,0
245,323,0
246,323,0
247,323,0
248,323,0
249,323,0
250,323,0
251,323,0
252,323,0
212,324,0
213,324,0
214,324,0.020418483763933182
215,324,0.03956921771168709
216,324,0.04250843822956085
217,324,0.024272212758660316
218,324,0
219,324,0
220,324,0
221,324,0
222,324,0
223,324,0.0012109156232327223
224,324,0.007180392742156982
225,324,0.03078051283955574
226,324,0.00714526791125536
227,324,0
228,324,0
229,324,0.0008846213459037244
230,324,0
231,324,0
232,324,0
233,324,0
234,324,0
235,324,0
236,324,0
237,324,0
238,324,0
239,324,0
240,324,0
241,324,0
242,324,0
243,324,0
244,324,0
245,324,0
246,324,0
247,324,0
248,324,0
249,324,0
250,324,0
251,324,0
252,324,0
212,325,0.0027836391236633062
213,325,0.017898663878440857
214,325,0.045932795852422714
215,325,0.04292185977101326
216,325,0
217,325,0.04373999312520027
218,325,0
219,325,0
220,325,0
221,325,0
222,325,0
223,325,0.0028385925106704235
224,325,0
225,325,0.022832432761788368
226,325,0
227,325,0
228,325,0.01292993500828743
229,325,0
230,325,0
231,325,0
232,325,0
233,325,0
234,325,0
235,325,0
236,325,0
237,325,0
238,325,0
239,325,0
240,325,0
241,325,0
242,325,0
243,325,0
244,325,0
245,325,0
246,325,0
247,325,0
248,325,0
249,325,0
250,325,0
251,325,0
252,325,0
212,326,0.011802798137068748
213,326,0.02573547139763832
214,326,0.0411413200199604
215,326,0.0021910937502980232
216,326,0
217,326,0
218,326,0
219,326,0
220,326,0
221,326,0.008897903375327587
222,326,0
223,326,0
224,326,0
225,326,0
226,326,0
227,326,0
228,326,0.01801651157438755
229,326,0
230,326,0
231,326,0
232,326,0
233,326,0
234,326,0
235,326,0
236,326,0
237,326,0
238,326,0
239,326,0
240,326,0
241,326,0
242,326,0
243,326,0
244,326,0
245,326,0
246,326,0
247,326,0
248,326,0
249,326,0
250,326,0
251,326,0
252,326,0
212,327,0.001217733952216804
213,327,0.002667089458554983
214,327,0.008672784082591534
215,327,0
216,327,0.010975779965519905
217,327,0
218,327,0
219,327,0
220,327,0
221,327,0
222,327,0
223,327,0
224,327,0
225,327,0
226,327,0.0017407623818144202
227,327,0
228,327,0
229,327,0
230,327,0
231,327,0
232,327,0
233,327,0
234,327,0
235,327,0
236,327,0
237,327,0
238,327,0
239,327,0
240,327,0
241,327,0
242,327,0
243,327,0
244,327,0
245,327,0
246,327,0
247,327,0
248,327,0
249,327,0
250,327,0
251,327,0
252,327,0
212,328,0.009880302473902702
213,328,0
214,328,0
215,328,0
216,328,0
217,328,0
218,328,0
219,328,0.0025937678292393684
220,328,0
221,328,0
222,328,0
223,328,0
224,328,0
225,328,0
226,328,0
227,328,0
228,328,0
229,328,0
230,328,0
231,328,0
232,328,0
233,328,0
234,328,0
235,328,0
236,328,0
237,328,0
238,328,0
239,328,0
240,328,0
241,328,0
242,328,0
243,328,0
244,328,0
245,328,0
246,328,0
247,328,0
248,328,0
249,328,0
250,328,0
251,328,0
252,328,0
212,329,0.0024908743798732758
213,329,0.010887185111641884
214,329,0.0049997312016785145
215,329,0
216,329,0
217,329,0
218,329,0
219,329,0
220,329,0
