x,y,value
320,310,0
321,310,0
322,310,0
323,310,0.010302233509719372
324,310,0.06147756427526474
325,310,0.007254934869706631
326,310,0
327,310,0
328,310,0
329,310,0
330,310,0
331,310,0
332,310,0
333,310,0
334,310,0.015091686509549618
335,310,0
336,310,0
337,310,0
338,310,0.03657197952270508
320,311,0
321,311,0
322,311,0
323,311,0
324,311,0.0872601866722107
325,311,0
326,311,0
327,311,0
328,311,0
329,311,0
330,311,0
331,311,0
332,311,0
333,311,0
334,311,0
335,311,0
336,311,0
337,311,0
338,311,0.015007968991994858
320,312,0
321,312,0
322,312,0
323,312,0
324,312,0.14519259333610535
325,312,0.017138974741101265
326,312,0.0012849450577050447
327,312,0
328,312,0
329,312,0
330,312,0
331,312,0
332,312,0
333,312,0
334,312,0
335,312,0
336,312,0
337,312,0
338,312,0
320,313,0
321,313,0
322,313,0
323,313,0
324,313,0
325,313,0.05452220141887665
326,313,0
327,313,0
328,313,0
329,313,0
330,313,0
331,313,0
332,313,0
333,313,0
334,313,0
335,313,0
336,313,0.025076137855648994
337,313,0.006605440750718117
338,313,0
320,314,0
321,314,0
322,314,0.002289957832545042
323,314,0
324,314,0.011698750779032707
325,314,0.02300148643553257
326,314,0.05060258507728577
327,314,0
328,314,0
329,314,0
330,314,0
331,314,0
332,314,0
333,314,0
334,314,0
335,314,0
336,314,0
337,314,0
338,314,0
320,315,0
321,315,0
322,315,0.020829547196626663
323,315,0
324,315,0
325,315,0.028074180707335472
326,315,0.1449003964662552
327,315,0.011533185839653015
328,315,0.0009051680681295693
329,315,0
330,315,0
331,315,0
332,315,0
333,315,0
334,315,0
335,315,0
336,315,0
337,315,0
338,315,0
320,316,0
321,316,0
322,316,0.03023572638630867
323,316,0.007053737062960863
324,316,0
325,316,0
326,316,0.09195126593112946
327,316,0.03136349096894264
328,316,0.0526852160692215
329,316,0
330,316,0
331,316,0
332,316,0
333,316,0
334,316,0
335,316,0
336,316,0
337,316,0
338,316,0.0012489525834098458
320,317,0
321,317,0
322,317,0
323,317,0.044842105358839035
324,317,0.007837016135454178
325,317,0
326,317,0
327,317,0.12659919261932373
328,317,0
329,317,0
330,317,0
331,317,0
332,317,0
333,317,0
334,317,0
335,317,0
336,317,0
337,317,0
338,317,0
320,318,0
321,318,0
322,318,0
323,318,0.00256884703412652
324,318,0.03843916952610016
325,318,0
326,318,0
327,318,0.09528809040784836
328,318,0.010484535247087479
329,318,0.08871114999055862
330,318,0
331,318,0
332,318,0
333,318,0
334,318,0
335,318,0
336,318,0
337,318,0
338,318,0
320,319,0
321,319,0
322,319,0
323,319,0
324,319,0.051656778901815414
325,319,0
326,319,0
327,319,0.016698168590664864
328,319,0.02990168333053589
329,319,0.06501635909080505
330,319,0
331,319,0
332,319,0
333,319,0
334,319,0
335,319,0
336,319,0
337,319,0
338,319,0
320,320,0
321,320,0
322,320,0
323,320,0
324,320,0
325,320,0.02395138330757618
326,320,0
327,320,0
328,320,0.09835515171289444
329,320,0.06778855621814728
330,320,0
331,320,0
332,320,0
333,320,0
334,320,0
335,320,0
336,320,0
337,320,0
338,320,0
320,321,0
321,321,0
322,321,0
323,321,0
324,321,0
325,321,0.028568442910909653
326,321,0.011470322497189045
327,321,0
328,321,0.013417525216937065
329,321,0.05772975832223892
330,321,0
331,321,0
332,321,0
333,321,0
334,321,0
335,321,0
336,321,0
337,321,0
338,321,0
320,322,0
321,322,0
322,322,0
323,322,0
324,322,0
325,322,0
326,322,0.014582794159650803
327,322,0.0066282362677156925
328,322,0.022788509726524353
329,322,0.020191872492432594
330,322,0
331,322,0
332,322,0
333,322,0
334,322,0
335,322,0
336,322,0
337,322,0
338,322,0
320,323,0
321,323,0
322,323,0
323,323,0
324,323,0
325,323,0
326,323,0.05023181810975075
327,323,0.010164130479097366
328,323,0
329,323,0.009541069157421589
330,323,0
331,323,0
332,323,0
333,323,0
334,323,0
335,323,0
336,323,0
337,323,0
338,323,0
320,324,0
321,324,0
322,324,0
323,324,0
324,324,0
325,324,0
326,324,0.06144940108060837
327,324,0.0030342384707182646
328,324,0.061966702342033386
329,324,0
330,324,0
331,324,0
332,324,0
333,324,0
334,324,0
335,324,0
336,324,0
337,324,0
338,324,0
320,325,0
321,325,0
322,325,0
323,325,0
324,325,0
325,325,0
326,325,0.06995048373937607
327,325,0.040838588029146194
328,325,0.11061140894889832
329,325,0
330,325,0
331,325,0
332,325,0
333,325,0
334,325,0
335,325,0
336,325,0
337,325,0
338,325,0
320,326,0
321,326,0
322,326,0
323,326,0
324,326,0
325,326,0
326,326,0.058716073632240295
327,326,0
328,326,0.03373279049992561
329,326,0
330,326,0
331,326,0
332,326,0
333,326,0
334,326,0
335,326,0
336,326,0
337,326,0
338,326,0
320,327,0
321,327,0
322,327,0
323,327,0
324,327,0
325,327,0
326,327,0.03363412246108055
327,327,0
328,327,0
329,327,0.0659695565700531
330,327,0
331,327,0
332,327,0
333,327,0
334,327,0
335,327,0
336,327,0
337,327,0
338,327,0
320,328,0
321,328,0.03378957137465477
322,328,0
323,328,0
324,328,0
325,328,0
326,328,0.009294874966144562
327,328,0
328,328,0
329,328,0.07185140997171402
330,328,0
331,328,0
332,328,0
333,328,0
334,328,0
335,328,0
336,328,0
337,328,0
338,328,0
